30585,010088,4.82,,4.36,4.45,4.73,4.82,4.52,,,,,,,,,,,,,,,
30586,015015,4.56,,4.5,4.2,4.4,,,,4.3,,,,,,,,,,,,,
30587,002559,4.33,4.22,4.57,4.22,4.11,,,,,,,,,,,,,,,,,
30588,011049,4.32,4.37,4.35,4,4.56,,,,,,,,,,,,,,,,,
30589,014472,3.14,,3.22,3.08,3.71,,3.32,,,,3.99,,,,,,,,,,,
30590,005101,5,,5,4.83,5,5,5,,,,,,,,,,,,,,,
30591,017855,,,,,,,,,,,,,,,,,,,,,,
30592,015891,4,,4,3,4,3,4,,,,,,,,,,,,,,,
30593,008357,,,,,,,,,,,,,,,,,,,,,,
30594,004490,,,,,,,,,,,,,,,,,,,,,,
30595,002522,,,,,,,,,,,,,,,,,,,,,,
30596,004322,4.5,4.6,4.12,4.4,4.56,,,,,4.66,,,,,,,,,,,,
30597,008325,,,,,,,,,,,,,,,,,,,,,,
30598,005668,3.43,,3.17,4,4.14,,,,3.29,,,,,,,,,,,,,
30599,002329,2.7,2.82,3.61,3,3.08,,,,,2.91,,,,,,,,,,,,
30600,013597,4.73,,4.64,4.36,4.82,4.82,,,4.82,,,,,,,,,,,,,
30601,017427,,,,,,,,,,,,,,4,,,,,,,,
30602,015971,,,,,,,,,,,,,,,,,,,,,,
30603,012812,4.41,4.41,4.24,4.21,4.64,,,,,,,,,,,,,,,,,
30604,016434,,,,,,,,,,,,,,3.56,,,,,,,,
30605,016239,3.07,3.22,3.27,3.26,3.32,,,,,3.62,,,,,,,,,,,,
30606,014959,,,,,,,,,,,,,,,,,,,,,,
30607,017397,3,2.75,3,3,3.75,,,,,,,,,,,,,,,,,
30608,017512,,,,,,,,,,,,,,,,,,,,,,
30609,007916,4.2,,3.67,3.4,4,,,,,,,4,,,,,,,,,,
30610,008009,,,,,,,,,,,,,,,,,,,,,,
30611,002732,4,,4.2,3.6,3.83,,,,4.17,,,,,,,,,,,,,
30612,015156,5,,4.93,5,5,,,,4.93,,,,,,,,,,,,,
30613,005212,3.76,3.78,4.17,3.5,4,,,,,,,,,,,,,,,,,
30614,017956,,,,,,,,,,,,,,,,,,,,,,
30615,010101,5,,4.75,4.75,5,5,5,,,,,,,,,,,,,,,
30616,002659,4.8,,4.5,5,4.75,,,,4.4,,,,,,,,,,,,,
30617,005343,4,4.11,4.22,4,4.33,,,,,4.44,,,,,,,,,,,,
30618,004903,,,,,,,,,,,,,,,,,,,,,,
30619,007856,4.39,4.42,4.44,4.4,4.68,,,,,,,,,,,,,,,,,
30621,017773,,,,,,,,,,,,,,,,,,,,,,
30622,006832,,,,,,,,,,,,,,,2.43,2.54,2.14,3.15,3.69,,,
30623,012084,4.83,,4.64,4.6,4.92,,,,,,,4.91,,,,,,,,,,
30624,010678,4.44,4.4,4.2,4.5,4.67,,,,,4.78,,,,,,,,,,,,
30625,008319,,,,,,,,,,,,,,,,,,,,,,
30626,013774,4.61,,4.69,4.82,4.79,,,,4.69,,,,,,,,,,,,,
30627,010535,,,,,,,,,,,,,,,,,,,,,,
30628,010418,,,,,,,,,,,,,,,,,,,,,,
30629,013474,4.86,,4.29,4.57,4.86,,4.57,,,,,,,,,,,,,,,
30630,014685,4.21,,4.36,3.86,4.36,,,,4.31,,,,,,,,,,,,,
30631,016896,4.67,,4.8,4.4,4.67,,,,,,,4.67,,,,,,,,,,
30632,016670,3.76,3.77,3.85,3.57,4.02,,,,,4,,,,,,,,,,,,
30633,005329,4.17,3.94,4.19,4.17,4.28,,,,,4.06,,,,,,,,,,,,
30634,010192,,,,,,,,,,,,,,,,,,,,,,
30635,009045,,,,,,,,,,,,,,,,,,,,,,
30636,007992,4,3.67,4.33,4,4,,,,,,,,,,,,,,,,,
30637,016423,,,,,,,,,,,,,,4.75,,,,,,,,
30638,014754,4.5,4.58,4.2,4.25,4.5,,,,,,,,,,,,,,,,,
30639,013013,4.8,,4.9,4.9,4.8,,,,4.8,,,,,,,,,,,,,
30640,013151,4.29,4.43,4.35,4.4,4.5,,,,,,,,,,,,,,,,,
30641,013917,,,,,,,,,,,,,,,,,,,,,,
30642,012326,4.4,,4.6,4.4,4.6,4.6,4,,,,,,,,,,,,,,,
30643,006012,4.33,,4.33,4,4.5,,,,4.67,,,,,,,,,,,,,
30644,001392,,,,,,,,,,,,,,,,,,,,,,
30645,016493,,,,,,,,,,,,,,,,,,,,,,
30646,011586,4.31,4.23,4.46,4.23,4.15,,,,,,,,,,,,,,,,,
30647,017304,4.44,,4.56,4.11,4.44,,,,4.33,,,,,,,,,,,,,
30648,001483,4.67,,4.5,4.5,4.67,,,,4.67,,,,,,,,,,,,,
30649,010097,4.67,,4.5,4.5,4.5,4.5,4.79,,,,,,,,,,,,,,,
30650,017029,,,,,,,,,,,,,,4.36,,,,,,,,
30651,017702,,,,,,,,,,,,,,,,,,,,,,
30652,015202,3,,3.5,3,2.67,3.33,3,,,,,,,,,,,,,,,
30653,016314,,,,,,,,,,,,,,,,,,,,,,
30654,016789,,,,,,,,,,,,,,,,,,,,,,
30655,014737,4.5,,4.63,4.63,4.63,,,,,,,4.63,,,,,,,,,,
30656,001193,3.51,3.36,3.54,3.29,3.95,,,,,,,,,,,,,,,,,
30657,004964,,,,,,,,,,,,,,,,,,,,,,
30658,010277,4,,4,4,4.5,,,,,,,4,,,,,,,,,,
30659,006699,3.4,,3.8,2.8,3.6,3.25,,,3.2,,,,,,,,,,,,,
30660,004204,4.75,,4.33,4.67,4.75,,4.75,,,,,,,,,,,,,,,
30661,010376,,,,,,,,,,,,,,,5,5,5,4,4.33,,,
30662,012858,4.88,4.88,4.86,4.57,5,,,,,,4.38,,,,,,,,,,,
30663,008728,3.89,,3.75,3.89,4,4.14,3.89,,,,,,,,,,,,,,,
30664,002054,3.94,3.89,3.77,4.12,4.3,,,,,3.36,,,,,,,,,,,,
30665,013261,5,,5,5,5,,,,5,,,,,,,,,,,,,
30666,013813,,,,,,,,,,,,,,,,,,,,,,
30667,004988,,,,,,,,,,,,,,,,,,,,,,
30668,004096,,,,,,,,,,,,,,,,,,,,,,
30669,017037,,,,,,,,,,,,,,4.22,,,,,,,,
30670,014499,4.44,,3.89,4,4.44,,,,4.38,,,,,,,,,,,,,
30671,011569,,,,,,,,,,,,,,,,,,,,,,
30672,010928,,,,,,,,,,,,,,,,,,,,,,
30673,016332,,,,,,,,,,,,,,,,,,,,,,
30674,005444,,,,,,,,,,,,,,,,,,,,,,
30675,001441,4,3.75,4,4,4,,,,,,,,,,,,,,,,,
30676,011469,3.75,4.5,4.25,,3.75,,,,,,,,,,,,,,,,,
30677,015415,4.68,,4.67,4.61,4.89,,4.63,,,,,,,,,,,,,,,
30678,000878,3.98,3.98,3.68,3.98,4.13,,,,,4.38,,,,,,,,,,,,
30679,017714,,,,,,,,,,,,,,,,,,,,,,
30680,016349,4.89,4.85,4.11,4.56,4.89,,,,,,,,,,,,,,,,,
30681,004503,,,,,,,,,,,,,,,,,,,,,,
30682,002734,5,,4.5,5,5,,,,5,,,,,,,,,,,,,
30683,014247,4.67,,4.5,4.17,5,,,,4.83,,,,,,,,,,,,,
30684,008315,,,,,,,,,,,,,,,,,,,,,,
30685,008333,,,,,,,,,,,,,,,,,,,,,,
30686,017103,4.8,,4.8,4.78,4.9,,,,4.6,,,,,,,,,,,,,
30687,017946,,,,,,,,,,,,,,,,,,,,,,
30688,000998,2.63,3.18,3,2.5,2.82,,,,,,3.85,,,,,,,,,,,
30689,012303,,,,,,,,,,,,,,,,,,,,,,
30690,017765,,,,,,,,,,,,,,,,,,,,,,
30691,002719,4.57,,4.71,4.86,4.86,,,,4.86,,,,,,,,,,,,,
30692,003348,,,,,,,,,,,,,,,,,,,,,,
30693,003777,4.38,4.52,4.33,3.92,4.38,,,,,4.4,,,,,,,,,,,,
30694,010535,4.76,,4.81,4.73,4.84,,,,,,,4.67,,,,,,,,,,
30695,015000,,,,,,,,,,,,,,,,,,,,,,
30696,001480,,,,,,,,,,,,,,,,,,,,,,
30697,013715,4.56,,4.33,4.33,4.67,,,,4.56,,,,,,,,,,,,,
30698,002330,,,,,,,,,,,,,,,,,,,,,,
30699,001447,4.5,4.41,4.58,4.56,4.5,,,,,4.77,,,,,,,,,,,,
30700,009045,,,,,,,,,,,,,,,,,,,,,,
30701,014436,4.6,,4.4,4.4,4.8,,,,4.6,,,,,,,,,,,,,
30702,005283,3.6,3.93,3.69,3.43,3.87,,,,,3.71,,,,,,,,,,,,
30703,013917,,,,,,,,,,,,,,,,,,,,,,
30704,015523,,,,,,,,,,,,,,,,,,,,,,
30705,017195,4.6,,4.7,4.3,4.7,,,,4.5,,,,,,,,,,,,,
30706,013536,4,,3.82,4.09,4.33,,,,3.82,,,,,,,,,,,,,
30707,015188,5,,4.9,4.9,4.9,,,,5,,,,,,,,,,,,,
30708,010547,,,,,,,,,,,,,,,,,,,,,,
30709,006515,,,,,,,,,,,,,,,,,,,,,,
30710,001392,3.78,3.67,3.69,3.83,4.12,,4.17,,,,,,,,,,,,,,,
30711,011636,,,,,,,,,,,,,,,,,,,,,,
30712,002379,2.71,2.73,2.41,2.92,3.1,,,,,,,,,,,,,,,,,
30713,001563,4,4,4,5,4.5,,,,,,,,,,,,,,,,,
30714,010953,3.43,3.26,3.56,3.26,3.61,,,,,4.09,,,,,,,,,,,,
30715,006772,5,,4.33,5,5,,,,5,,,,,,,,,,,,,
30717,006973,,,,,,,,,,,,,,,3.14,,,,3.43,3,3.14,3.14
30718,004893,4.12,4.34,4.05,3.8,4.37,,,,,4.11,,,,,,,,,,,,
30719,008866,,,,,,,,,,,,,,,,,,,,,,
30720,017434,,,,,,,,,,,,,,4.38,,,,,,,,
30721,001546,4.89,4.56,4.43,4.56,5,,,,,,4.6,,,,,,,,,,,
30722,005371,5,,5,4.86,4.86,,,,5,,,,,,,,,,,,,
30723,001070,4.33,,4.33,3.83,4.5,4.5,4.42,,,,,,,,,,,,,,,
30724,005383,,,,,,,,,,,,,,,,,,,,,,
30725,011046,4.5,4.6,4.67,4,4.4,,,,,,,,,,,,,,,,,
30726,016359,,,,,,,,,,,,,,,,,,,,,,
30727,004868,5,,5,5,5,5,5,,,,,,,,,,,,,,,
30728,015230,4.31,4.5,4.44,4.1,4.59,,,,,4.32,,,,,,,,,,,,
30729,000328,3,,2.5,2.5,3.58,,,,,,,3,,,,,,,,,,
30730,004665,,,,,,,,,,,,,,,,,,,,,,
30731,014734,3,,2.25,3,3.25,,,,,,,2.75,,,,,,,,,,
30732,011569,4.07,4.43,3.87,3.87,4.06,,,,,4.13,,,,,,,,,,,,
30733,010928,4.6,4.49,4.38,4.29,4.65,,,,,4.75,,,,,,,,,,,,
30734,001796,,,,,,,,,,,,,,,,,,,,,,
30735,016226,4.75,,5,5,4.75,,,,,,,,,,,,,,,,,
30736,005373,3.86,,4.43,3.86,3.71,,,,3.67,,,,,,,,,,,,,
30737,001800,4.77,4.9,4.62,4.63,4.73,,,,,,,,,,,,,,,,,
30738,016269,4.43,4.57,4.36,4.38,4.64,,,,,,,,,,,,,,,,,
30739,005962,3.38,3.46,3.46,3.62,3.77,,,,,4,,,,,,,,,,,,
30740,006561,,,,,,,,,,,,,,,,,,,,,,
30741,005154,3.3,3.03,4.14,3.62,3.39,,,,,,,,,,,,,,,,,
30742,002615,4.78,,4.67,4.33,4.67,,,,4.56,,,,,,,,,,,,,
30743,015715,4.56,4.67,4.67,4.43,4.89,,,,,,,,,,,,,,,,,
30744,000738,4,,4,4,4.07,,,,4,,,,,,,,,,,,,
30746,010067,4.78,,4.63,4.89,4.9,,,,4.5,,,,,,,,,,,,,
30747,001033,2.84,2.58,3.39,3,3.42,,,,,4.23,,,,,,,,,,,,
30748,006996,,,,,,,,,,,,,,,4.67,4.67,4.67,4.67,4.67,,,
30749,015761,,,,,,,,,,,,,,,,,,,,,,
30750,015811,,,,,,,,,,,,,,,,,,,,,,
30751,000904,4.5,4.5,4.75,4.5,4.75,,,,,,,,,,,,,,,,,
30752,016786,4,,3.73,4.55,4.36,,,,4.27,,,,,,,,,,,,,
30753,010188,,,,,,,,,,,,,,,,,,,,,,
30754,000330,3.5,,3.33,3.25,3.7,,,,,,,3.4,,,,,,,,,,
30755,006395,,,,,,,,,,,,,,,,,,,,,,
30756,016968,3.31,3.53,3.63,3,3.59,,,,,,,,,,,,,,,,,
30757,012303,3.75,,4,3.5,4.25,4.5,4.25,,,,,,,,,,,,,,,
30758,013856,,,,,,,,,,,,,,,,,,,,,,
30759,007316,3.63,3.5,3.25,3.63,3.75,,,,,,,,,,,,,,,,,
30760,014082,4.6,4.6,4,4,4.4,,,,,3.75,,,,,,,,,,,,
30761,002853,4.39,,4.21,4.06,4.31,4.59,4.36,,,,,,,,,,,,,,,
30762,015895,4.92,,4.77,4.77,4.85,,,,5,,,,,,,,,,,,,
30763,011912,4.67,5,4.67,4.67,4.75,,,,,,,,,,,,,,,,,
30764,002330,4.29,4.29,3.36,4.21,4.14,,,,,3.81,,,,,,,,,,,,
30765,010833,4.5,,4.5,5,4.5,,4.5,,,,,,,,,,,,,,,
30766,000995,3.55,3.67,3.73,4.08,3.67,,,,,3.42,,,,,,,,,,,,
30767,009518,,,5,5,5,,,,5,,,,,,,,,,,,,
30768,011957,,,,,,,,,,,,,,,4.05,3.97,3.62,4.23,3.68,,,
30769,005291,3.89,3.91,3.77,3.82,3.85,,,,,4.27,,,,,,,,,,,,
30770,003414,4.67,4.75,4.5,4.42,4.83,,,,,4.62,,,,,,,,,,,,
30771,008872,,,,,,,,,,,,,,,4.75,4.75,4.63,4.63,4.5,,,
30772,016367,4.2,,4.4,3,4.6,,,,4,,,,,,,,,,,,,
30773,015486,,,,,,,,,,,,,,,,,,,,,,
30774,001397,4.2,4,4.25,3.8,4.6,,4.4,,,,,,,,,,,,,,,
30775,010547,,,,,,,,,,,,,,,5,5,5,5,5,,,
30776,015997,4.71,,4.71,4.57,5,,,,4.86,,,,,,,,,,,,,
30777,003926,4.74,,4.41,4.39,4.78,4.83,4.8,,,,,,,,,,,,,,,
30778,000749,4.56,,4.8,5,4.75,,,,4.56,,,,,,,,,,,,,
30779,004664,,,,,,,,,,,,,,,,,,,,,,
30780,006971,,,,,,,,,,,,,,,4,,,,3.71,3.8,3.57,4
30781,000295,4.38,4.23,5,4.3,4.77,,,,,,4.87,,,,,,,,,,,
30782,000488,4.16,,4.04,4.13,4.35,4.04,4.23,,,,,,,,,,,,,,,
30783,009316,4.25,4.33,3.82,3.62,4.15,,,,,3.5,,,,,,,,,,,,
30784,013813,,,,,,,,,,,,,,,,,,,,,,
30785,016683,5,,5,5,5,,,,5,,,,,,,,,,,,,
30786,013911,4.38,,4.15,4.15,4.46,,4.46,,,,,,,,,,,,,,,
30787,009103,4.5,,4.3,4,4.8,4.6,4.64,,,,,,,,,,,,,,,
30788,000913,5,,5,5,4.33,,,,5,,,,,,,,,,,,,
30789,015189,4.36,4.19,4,4.27,4.42,,,,,4.27,,,,,,,,,,,,
30790,010545,,,,,,,,,,,,,,,3.38,3.88,3.25,3.4,3.63,,,
30791,001435,4,3.76,3.85,3.94,4.18,,,,,4.14,,,,,,,,,,,,
30792,014517,,,,,,,,,,,,,,,,,,,,,,
30793,000981,2.77,3.2,3.07,3.09,3.08,,3.42,,,,4.19,,,,,,,,,,,
30794,014898,4.43,4.46,4.11,4.32,4.54,,,,,4.49,,,,,,,,,,,,
30795,007966,4.58,4.33,4.5,4.58,4.42,,,,,,,,,,,,,,,,,
30796,016155,,,,,,,,,,,,,,4.69,,,,,,,,
30797,008344,,,,,,,,,,,,,,,,,,,,,,
30798,018109,,,,,,,,,,,,,,,,,,,,,,
30799,015874,,,,,,,,,,,,,,,,,,,,,,
30800,002123,4.33,,4.6,4.14,4.22,,,,4.33,,,,,,,,,,,,,
30801,013744,4.33,,3.67,4.67,4.5,4,,,4,,,,,,,,,,,,,
30802,016893,4.63,,4.5,4.38,4.63,,,,4.5,,,,,,,,,,,,,
30803,002521,,,,,,,,,,,,,,,,,,,,,,
30804,001784,3.7,3.74,3.73,3.57,3.57,,,,,,4.19,,,,,,,,,,,
30805,014032,,,,,,,,,,,,,,,,,,,,,,
30806,007000,,,,,,,,,,,,,,,3.8,4.2,3,4,4.2,,,
30807,017795,,,,,,,,,,,,,,,,,,,,,,
30808,011507,,,,,,,,,,,,,,,,,,,,,,
30809,007989,4.5,4.38,4.38,4.38,4.75,,,,,,,,,,,,,,,,,
30810,016684,4.83,,4.29,4,4.86,,,,4.62,,,,,,,,,,,,,
30811,008947,4.33,,4.14,4.22,4.67,4.44,4.22,,,,,,,,,,,,,,,
30812,011781,,,,,,,,,,,,,,,4.5,4.5,3.5,3,4,,,
30813,015309,,,,,,,,,,,,,,,,,,,,,,
30814,007949,4,3.85,3.7,3.72,4,,,,,3.71,,,,,,,,,,,,
30815,014233,3.68,3.94,3.38,3.26,4.09,,,,,,3.04,,,,,,,,,,,
30816,016793,4.22,,3.8,3.56,4.67,,,,4.22,,,,,,,,,,,,,
30817,010090,3.91,,4.1,4.09,4,,,,4.09,,,,,,,,,,,,,
30818,016911,4.86,5,4.71,4.57,4.71,,,,,,,,,,,,,,,,,
30819,015918,,,,,,,,,,,,,,,,,,,,,,
30820,011117,3.67,,3.67,3.67,4,,,,3.8,,,,,,,,,,,,,
30821,011650,4.27,,3.85,3.88,4.47,,,,,,,4.36,,,,,,,,,,
30822,005150,,,,,,,,,,,,,,,,,,,,,,
30823,008341,,,,,,,,,,,,,,,,,,,,,,
30824,004066,,,,,,,,,,,,,,,,,,,,,,
30825,005441,,,,,,,,,,,,,,,,,,,,,,
30826,014574,,,,,,,,,,,,,,,,,,,,,,
30827,001446,4.35,4.4,4.43,4.29,4.47,,,,,3.85,,,,,,,,,,,,
30828,000880,3,2.77,3.5,3.73,3.54,,,,,4.15,,,,,,,,,,,,
30829,007285,4.13,3.94,4.18,3.88,4.06,,,,,4.25,,,,,,,,,,,,
30830,015493,,,,,,,,,,,,,,,,,,,,,,
30831,001482,5,,,,4,,,,5,,,,,,,,,,,,,
30832,017161,5,5,5,4.13,4.78,,,,,,,,,,,,,,,,,
30833,006914,,,,,,,,,,,,,,,4.42,4.42,4.46,4.15,4.35,,,
30834,004328,3.96,4.04,4.16,3.96,3.96,,,,,,,,,,,,,,,,,
30835,013810,4.83,4.83,4.5,4.67,4.83,,,,,,,,,,,,,,,,,
30836,001260,4.5,4.57,4.29,4.21,4.57,,,,,4.5,,,,,,,,,,,,
30837,008003,,,,,,,,,,,,,,,,,,,,,,
30838,012934,,,,,,,,,,,,,,,,,,,,,,
30839,015405,4,3.67,4.5,4.33,4.6,,,,,,,,,,,,,,,,,
30840,015911,4.81,,4.69,4.73,4.81,,4.93,,,,,,,,,,,,,,,
30841,015486,4.5,,4.33,4.33,4.75,,5,,,,,,,,,,,,,,,
30842,004336,4.47,4.53,4.18,4.42,4.74,,,,,,,,,,,,,,,,,
30843,008352,,,,,,,,,,,,,,,,,,,,,,
30844,003138,4.54,,3.82,3.82,4.38,4.54,4.46,,,,,,,,,,,,,,,
30845,005963,4.71,4.64,4.5,4.5,4.79,,,,,4.71,,,,,,,,,,,,
30846,015653,,,,,,,,,,,,,,,,,,,,,,
30847,000751,4,,4.5,3.75,4.25,,4.5,,,,,,,,,,,,,,,
30848,003907,4.9,5,5,4.8,4.9,4.7,,,,5,,,,,,,,,,,,
30849,016322,,,,,,,,,,,,,,,,,,,,,,
30850,014601,4.13,,3.88,4.29,4.25,,,,4,,,,,,,,,,,,,
30851,005186,4,3.57,4,4.14,4.14,,,,,,,,,,,,,,,,,
30852,016796,,,,,,,,,,,,,,,,,,,,,,
30853,016488,,,,,,,,,,,,,,,,,,,,,,
30854,013071,3.8,3.75,4,3.6,4,,,,,,,,,,,,,,,,,
30855,013851,,,,,,,,,,,,,,4.77,,,,,,,,
30856,003825,4.59,4.21,4.28,4.33,4.53,,,,,4.68,,,,,,,,,,,,
30857,003865,5,,4,,5,,5,,,,,,,,,,,,,,,
30858,011016,4.54,4.52,4.56,4.65,4.73,,,,,4.64,,,,,,,,,,,,
30859,006987,,,,,,,,,,,,,,,4.71,4.71,4.43,4.57,4.43,,,
30860,018088,,,,,,,,,,,,,,,,,,,,,,
30861,015907,4.1,3.59,4.32,3.92,4.39,,,,,4.36,,,,,,,,,,,,
30862,004177,4.18,,3.67,4.06,4.35,,4.11,,,,,,,,,,,,,,,
30863,013619,4.1,,4.4,4.25,4.33,,,,3.89,,,,,,,,,,,,,
30864,000739,3.5,,4,4,3.4,,,,3.38,,,,,,,,,,,,,
30865,006669,4.15,,4,4.08,4.31,4,4.5,,,,,,,,,,,,,,,
30866,004702,,,,,,,,,,,,,,,,,,,,,,
30867,016371,,,,,,,,,,,,,,,,,,,,,,
30868,015492,3.9,3.67,4.14,3.43,4,,,,,4.71,,,,,,,,,,,,
30869,004139,,,,,,,,,,,,,,,,,,,,,,
30870,005702,4.8,,4,5,4.83,,,,4.67,,,,,,,,,,,,,
30871,012614,3.92,3.42,3.82,4,4.25,,,,,,,,,,,,,,,,,
30872,013160,,,,,,,,,,,,,,,,,,,,,,
30873,003953,5,,4.5,4.5,5,5,5,,,,,,,,,,,,,,,
30874,001521,3.57,3.6,3.27,3.24,3.91,,,,,,3.99,,,,,,,,,,,
30875,011183,4.17,4.07,3.82,4.21,4.45,,,,,4.26,,,,,,,,,,,,
30876,004869,5,,5,5,5,5,5,,,,,,,,,,,,,,,
30877,015874,4.67,,4.5,4.33,4.83,,,,4.83,,,,,,,,,,,,,
30878,017041,,,,,,,,,,,,,,4.5,,,,,,,,
30879,015657,5,,5,5,5,,,,5,,,,,,,,,,,,,
30880,016750,4.22,,4.5,4.17,4.39,,4.11,,,,,,,,,,,,,,,
30881,011165,4.86,,4.86,4.83,4.71,,,,4.86,,,,,,,,,,,,,
30882,017092,5,,5,4.83,5,,,,5,,,,,,,,,,,,,
